Time (ms),Device,Action,Details
1713544772775,Keyboard,Release,Key: space
1713544772816,Keyboard,Release,Key: a
1713544772832,Keyboard,Press,Key: space
1713544772933,Keyboard,Release,Key: space
1713544773001,Keyboard,Press,Key: space
1713544773068,Keyboard,Release,Key: space
1713544773151,Keyboard,Press,Key: space
1713544773219,Keyboard,Release,Key: space
1713544773293,Keyboard,Press,Key: space
1713544773394,Keyboard,Release,Key: space
1713544773453,Keyboard,Press,Key: space
1713544773529,Keyboard,Release,Key: space
1713544773588,Keyboard,Press,Key: space
1713544773682,Keyboard,Release,Key: space
1713544774378,Keyboard,Press,Key: d
1713544774385,Keyboard,Release,Key: s
1713544774577,Keyboard,Press,Key: w
1713544774888,Keyboard,Press,Key: space
1713544774989,Keyboard,Release,Key: space
1713544775022,Keyboard,Release,Key: w
1713544775074,Keyboard,Press,Key: space
1713544775157,Keyboard,Release,Key: space
1713544775299,Keyboard,Press,Key: space
1713544775334,Keyboard,Release,Key: space
1713544775374,Keyboard,Press,Key: w
1713544775601,Keyboard,Release,Key: d
1713544775786,Keyboard,Press,Key: space
1713544775878,Keyboard,Release,Key: space
1713544775936,Keyboard,Press,Key: space
1713544776046,Keyboard,Release,Key: space
1713544776097,Keyboard,Press,Key: space
1713544776196,Keyboard,Release,Key: space
1713544776249,Keyboard,Press,Key: space
1713544776350,Keyboard,Release,Key: space
1713544776399,Keyboard,Press,Key: space
1713544776491,Keyboard,Release,Key: space
1713544776568,Keyboard,Press,Key: space
1713544776625,Keyboard,Release,Key: space
1713544776649,Keyboard,Press,Key: space
1713544776733,Keyboard,Release,Key: space
1713544776793,Keyboard,Press,Key: space
1713544776877,Keyboard,Release,Key: space
1713544776935,Keyboard,Press,Key: space
1713544777019,Keyboard,Release,Key: space
1713544777078,Keyboard,Press,Key: space
1713544777187,Keyboard,Release,Key: space
1713544777246,Keyboard,Press,Key: space
1713544777339,Keyboard,Release,Key: space
1713544777431,Keyboard,Press,Key: space
1713544777532,Keyboard,Release,Key: space
1713544778152,Keyboard,Press,Key: space
1713544778235,Keyboard,Release,Key: space
1713544778311,Keyboard,Press,Key: space
1713544778412,Keyboard,Release,Key: space
1713544778463,Keyboard,Press,Key: space
1713544778580,Keyboard,Release,Key: space
1713544778657,Keyboard,Press,Key: space
1713544778765,Keyboard,Release,Key: space
1713544779302,Keyboard,Press,Key: d
1713544780325,Keyboard,Release,Key: w
1713544780526,Keyboard,Press,Key: s
1713544782356,Keyboard,Release,Key: s
1713544782424,Keyboard,Release,Key: d
1713544782541,Keyboard,Press,Key: w
1713544782851,Keyboard,Press,Key: a
1713544783381,Keyboard,Release,Key: a
1713544783506,Keyboard,Press,Key: q
1713544783606,Keyboard,Release,Key: w
1713544783607,Keyboard,Release,Key: q
1713544784110,Keyboard,Press,Key: a
1713544784461,Keyboard,Release,Key: a
1713544785133,Keyboard,Press,Key: tab
1713544785839,Keyboard,Release,Key: tab
1713544785880,Keyboard,Press,Key: w
1713544786150,Keyboard,Press,Key: a
1713544786476,Keyboard,Release,Key: w
1713544787006,Keyboard,Release,Key: a
1713544790260,Keyboard,Press,Key: w
1713544790295,Keyboard,Press,Key: a
1713544790839,Keyboard,Release,Key: w
1713544791084,Keyboard,Press,Key: w
1713544792074,Keyboard,Release,Key: a
1713544792930,Keyboard,Press,Key: q
1713544793023,Keyboard,Release,Key: q
1713544796487,Keyboard,Press,Key: space
1713544796579,Keyboard,Release,Key: space
1713544796646,Keyboard,Press,Key: space
1713544796739,Keyboard,Release,Key: space
1713544796790,Keyboard,Press,Key: space
1713544796882,Keyboard,Release,Key: space
1713544796940,Keyboard,Press,Key: space
1713544796951,Keyboard,Press,Key: a
1713544797015,Keyboard,Release,Key: space
1713544797074,Keyboard,Release,Key: a
1713544797091,Keyboard,Press,Key: space
1713544797175,Keyboard,Release,Key: space
1713544797242,Keyboard,Press,Key: space
1713544797327,Keyboard,Release,Key: space
1713544797393,Keyboard,Press,Key: space
1713544797476,Keyboard,Release,Key: space
1713544797526,Keyboard,Press,Key: space
1713544797604,Keyboard,Release,Key: space
1713544797670,Keyboard,Press,Key: space
1713544797754,Keyboard,Release,Key: space
1713544797813,Keyboard,Press,Key: space
1713544797971,Keyboard,Release,Key: space
1713544798023,Keyboard,Press,Key: space
1713544798106,Keyboard,Release,Key: space
1713544798189,Keyboard,Press,Key: space
1713544798248,Keyboard,Release,Key: space
1713544798342,Keyboard,Press,Key: space
1713544798424,Keyboard,Release,Key: space
