Time (ms),Device,Action,Details
1747483620856,Keyboard,Release,Key: a
1747483621175,Keyboard,Release,Key: w
1747483622063,Keyboard,Press,Key: w
1747483622978,Keyboard,Press,Key: a
1747483624614,Keyboard,Release,Key: a
1747483624892,Keyboard,Press,Key: a
1747483625075,Keyboard,Release,Key: a
1747483627124,Keyboard,Release,Key: w
1747483627133,Keyboard,Press,Key: r
1747483629785,Keyboard,Release,Key: r
1747483629986,Keyboard,Press,Key: w
1747483630433,Keyboard,Release,Key: w
1747483631278,Keyboard,Press,Key: r
1747483631867,Keyboard,Release,Key: r
1747483633294,Keyboard,Press,Key: a
1747483633436,Keyboard,Release,Key: a
1747483634225,Keyboard,Press,Key: e
1747483636416,Keyboard,Release,Key: e
1747483640267,Keyboard,Press,Key: e
1747483641097,Keyboard,Release,Key: e
1747483642030,Keyboard,Press,Key: 1
1747483642080,Keyboard,Release,Key: 1
1747483643036,Keyboard,Press,Key: 2
1747483643105,Keyboard,Release,Key: 2
1747483643902,Keyboard,Press,Key: 3
1747483644003,Keyboard,Release,Key: 3
1747483645145,Keyboard,Press,Key: 2
1747483645194,Keyboard,Release,Key: 2
1747483646085,Keyboard,Press,Key: w
1747483646900,Keyboard,Release,Key: w
1747483648595,Keyboard,Press,Key: b
1747483648686,Keyboard,Release,Key: b
1747483650760,Keyboard,Press,Key: b
1747483650834,Keyboard,Release,Key: b
1747483652002,Keyboard,Press,Key: a
1747483652732,Keyboard,Press,Key: w
1747483654410,Keyboard,Release,Key: a
1747483654711,Keyboard,Press,Key: a
1747483654879,Keyboard,Release,Key: a
1747483655215,Keyboard,Press,Key: a
1747483655552,Keyboard,Release,Key: a
1747483655685,Keyboard,Release,Key: w
1747483655947,Keyboard,Press,Key: d
1747483656072,Keyboard,Press,Key: s
1747483657851,Keyboard,Release,Key: s
1747483658423,Keyboard,Press,Key: w
1747483659580,Keyboard,Release,Key: d
1747483661108,Keyboard,Press,Key: d
1747483661225,Keyboard,Press,Key: a
1747483661234,Keyboard,Release,Key: d
1747483661477,Keyboard,Release,Key: a
1747483661578,Keyboard,Release,Key: w
1747483664514,Keyboard,Press,Key: b
1747483664625,Keyboard,Release,Key: b
1747483665455,Keyboard,Press,Key: b
1747483665555,Keyboard,Release,Key: b
1747483671370,Keyboard,Press,Key: s
1747483671395,Keyboard,Press,Key: a
1747483671655,Keyboard,Release,Key: a
1747483671740,Keyboard,Release,Key: s
1747483672403,Keyboard,Press,Key: w
1747483672897,Keyboard,Release,Key: w
1747483679861,Keyboard,Press,Key: s
1747483680684,Keyboard,Press,Key: a
1747483680875,Keyboard,Release,Key: s
1747483681430,Keyboard,Press,Key: w
1747483681958,Keyboard,Release,Key: w
1747483682185,Keyboard,Press,Key: s
1747483682537,Keyboard,Release,Key: s
1747483682831,Keyboard,Press,Key: w
1747483683041,Keyboard,Release,Key: a
1747483685082,Keyboard,Press,Key: a
1747483685601,Keyboard,Release,Key: a
1747483685829,Keyboard,Press,Key: a
1747483688682,Keyboard,Release,Key: a
1747483688943,Keyboard,Press,Key: a
1747483689589,Keyboard,Release,Key: a
1747483690235,Keyboard,Release,Key: w
1747483690327,Keyboard,Press,Key: w
1747483690369,Keyboard,Release,Key: w
1747483691167,Keyboard,Press,Key: w
1747483691377,Keyboard,Press,Key: d
